Year,State,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,Insolvent?,R2_NextYear,R1_normal,R2_normal,R3_normal,R4_normal,R5_normal,R6_normal,R7_normal,R8_normal,R9_normal,R10_normal,R11_normal,R12_normal,R13_normal
2013,CA,772,433,-11,29,113,0,-45,-45,161,39,17,4,-26,Insolvent,436,1,0,1,0,0,0,0,0,0,1,1,1,1
2014,CA,635,436,7,10,110,0,7,-43,180,30,10,21,11,Insolvent,259,1,0,1,1,0,0,1,0,0,1,1,0,1
2015,CA,525,259,-36,29,105,2,8,8,180,25,18,13,27,Insolvent,241,1,1,0,0,0,0,1,1,0,1,1,1,0
2006,CA,160,104,10,0,78,5.1,9,9,56,5,-4,-6,-6,Insolvent,170,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,CA,221,170,99,0,76,6.1,22,22,65,9,-4,-4,-6,Insolvent,128,1,1,0,1,1,1,1,1,1,1,1,1,1
2008,CA,171,128,-14,0,80,5.8,14,14,61,7,-5,-7,-10,Insolvent,116,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,CA,157,116,1,0,85,5.5,11,11,59,8,-4,-7,-3,Insolvent,110,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,CA,151,110,1,0,89,4.7,7,7,57,5,-1,-5,-7,Insolvent,113,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,CA,157,113,8,0,91,4.1,5,5,57,6,-4,-3,-9,Insolvent,118,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,CA,170,118,5,0,96,3.2,0,0,60,6,4,-1,-7,Insolvent,126,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,CA,193,126,10,0,99,3,3,3,61,7,-2,3,-1,Insolvent,133,1,1,1,1,1,0,1,1,1,1,1,1,1
2014,CA,222,133,11,0,95,2.8,6,6,62,7,-4,1,2,Insolvent,133,1,1,1,1,1,0,1,1,1,1,1,1,1
2015,CA,245,133,5,0,93,2.9,5,5,61,6,-4,-3,0,Insolvent,111,1,1,1,1,1,0,1,1,1,1,1,1,1
2009,TX,67,54,251,0,128,4.1,-20,-20,41,6,-2,0,0,Insolvent,101,1,1,0,1,0,1,0,0,1,1,1,1,1
2010,TX,140,101,51,0,119,1.7,-12,-12,54,10,1,-2,-2,Insolvent,164,1,1,0,1,0,0,0,0,1,1,1,1,1
2011,TX,222,164,72,0,88,2.4,6,6,62,9,-6,0,-2,Insolvent,201,1,1,0,1,1,0,1,1,1,1,1,1,1
2012,TX,278,201,24,0,90,2.2,1,1,63,5,-8,-7,-5,Insolvent,218,1,1,1,1,1,0,1,1,1,1,1,1,1
2013,TX,321,218,6,0,97,1.5,-2,-2,65,7,1,-7,1,Solvent,95,1,1,1,1,1,0,1,1,1,1,1,1,1
2014,TX,302,95,-42,0,96,1.2,33,33,52,7,22,16,2,Insolvent,122,1,1,0,1,1,0,1,0,1,1,0,1,1
2015,TX,318,122,44,11,89,0.9,12,12,68,4,22,53,13,Insolvent,124,1,1,0,1,1,0,1,1,1,1,0,0,1
2008,MT,20,4,999,0,999,6.9,999,999,78,0,0,0,0,Solvent,99,1,1,0,1,0,0,0,0,1,1,1,1,1
2009,MT,167,99,980,0,241,2.5,-57,-76,86,6,0,0,0,Insolvent,107,1,1,0,1,0,0,0,0,1,1,1,1,1
2010,MT,138,107,129,0,111,0.9,112,-4,57,6,-6,0,6,Insolvent,145,1,1,0,1,0,0,0,1,1,1,1,1,1
2011,MT,158,145,39,0,97,0.5,3,-12,51,7,21,13,17,Solvent,80,1,1,0,1,1,0,1,0,1,1,0,1,1
2012,MT,96,80,-15,0,109,0.2,54,-15,35,1,8,15,3,Insolvent,121,1,1,1,1,0,0,0,0,1,1,1,1,1
2013,MT,139,121,61,0,114,0.2,7,-16,41,1,18,11,18,Insolvent,166,1,1,0,1,0,0,1,0,1,1,1,1,1
2014,MT,188,166,38,0,102,0.4,1,4,54,6,20,25,42,Insolvent,312,1,1,0,1,0,0,1,1,1,1,0,0,0
2015,MT,349,312,12,0,99,0.4,-41,-28,70,5,33,40,70,Insolvent,269,1,0,1,1,1,0,0,0,1,1,0,0,0
2008,NY,215,139,999,1,94,7.1,999,999,41,2,0,0,0,Solvent,98,1,1,0,1,1,0,0,0,1,1,1,1,1
2009,NY,521,98,-33,4,95,4.3,-5,-5,59,3,-2,0,-32,Insolvent,107,1,1,0,1,1,1,1,1,1,1,1,1,1
2010,NY,671,107,13,2,96,3.9,3,3,64,2,-3,-4,-38,Insolvent,131,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,NY,781,131,17,2,101,3.8,-4,-4,67,2,-1,-4,-26,Solvent,79,1,1,1,1,0,1,1,1,1,1,1,1,1
2012,NY,470,79,9,1,105,3.3,81,4,57,1,1,-3,-7,Solvent,79,1,1,1,1,0,1,0,1,1,1,1,1,1
2013,NY,437,79,3,1,102,3.4,3,3,62,1,2,3,-2,Solvent,86,1,1,1,1,0,1,1,1,1,1,1,1,1
2014,NY,414,86,11,1,99,3.2,1,1,60,3,5,5,-1,Solvent,82,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,NY,369,82,1,1,95,3,5,5,62,4,0,6,-2,Solvent,78,1,1,1,1,1,0,1,1,1,1,1,1,1
2006,NY,108,70,-3,0,85,4,6,6,81,6,-3,-1,-18,Solvent,70,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,NY,108,70,7,0,84,4.1,6,6,83,7,-6,-4,-26,Solvent,67,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,NY,100,67,7,0,80,4.2,12,12,79,6,-9,-10,-11,Solvent,52,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,NY,81,52,-9,0,64,4.3,17,17,71,4,-25,-30,-15,Solvent,45,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,NY,77,45,-16,0,58,4.2,-4,-4,70,3,-11,-36,-27,Solvent,36,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,NY,60,36,-13,0,70,4,9,9,66,2,-6,-18,-26,Solvent,35,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,SC,184,171,999,0,70,4.5,999,999,65,20,0,0,0,Insolvent,107,1,1,0,1,1,1,0,0,1,1,1,1,1
2009,SC,119,107,-12,0,64,1.7,40,40,62,1,-28,0,-72,Solvent,73,1,1,1,1,1,0,1,0,1,1,1,1,1
2010,SC,88,73,-30,0,69,0.4,4,1,63,1,-4,-26,-94,Insolvent,162,1,1,1,1,1,0,1,1,1,1,1,1,1
2011,SC,184,162,96,0,97,2.1,-12,-16,86,29,39,26,17,Insolvent,205,1,1,0,1,1,0,0,0,1,1,0,0,1
2012,SC,205,205,22,0,103,2.4,-4,-5,90,28,32,44,51,Insolvent,137,1,1,1,1,0,0,1,1,1,1,0,0,0
2013,SC,137,137,16,0,81,2.6,74,73,82,14,-16,23,-28,Solvent,98,1,1,1,1,1,0,0,0,1,1,1,0,1
2008,NV,98,71,999,0,97,0,999,999,45,15,0,0,0,Solvent,47,1,1,0,1,1,0,0,0,1,1,1,1,1
2009,NV,130,47,-39,0,136,0.5,-8,-23,63,3,13,0,11,Insolvent,150,1,1,0,1,0,0,1,0,1,1,1,1,1
2010,NV,139,150,231,0,137,0.3,4,-26,77,2,-2,13,-42,Solvent,86,1,1,0,1,0,0,1,0,1,1,1,1,1
2011,NV,144,86,-7,0,76,0.4,63,36,65,3,-62,-24,-19,Solvent,83,1,1,1,1,1,0,0,0,1,1,1,1,1
2012,NV,92,83,18,0,59,0.3,21,7,56,1,0,-50,5,Solvent,62,1,1,1,1,1,0,1,1,1,1,1,1,1
2013,NV,79,62,-17,0,87,0.1,12,7,51,8,4,-1,2,Solvent,69,1,1,1,1,1,0,1,1,1,1,1,1,1
2014,NV,109,69,20,0,97,0,7,-2,57,9,-4,8,-10,Solvent,77,1,1,1,1,1,0,1,1,1,1,1,1,1
2008,AZ,0,0,999,0,0,6.6,999,999,7,0,0,0,0,Solvent,14,1,1,0,1,1,0,0,0,1,1,1,1,1
2009,AZ,14,14,2714,0,269,3.1,153,-50,32,4,0,0,0,Solvent,25,1,1,0,1,0,1,0,0,1,1,1,1,1
2010,AZ,25,25,77,0,124,1.5,0,0,44,6,-18,0,-12,Solvent,30,1,1,0,1,0,0,1,1,1,1,1,1,1
2011,AZ,30,30,23,0,65,1.4,4,4,48,8,2,-13,-1,Solvent,42,1,1,1,1,1,0,1,1,1,1,1,1,1
2011,VT,84,84,10,0,99,1.1,-12,-12,80,38,-20,-33,-102,Solvent,64,1,1,1,1,1,0,0,0,1,1,1,1,1
2012,VT,64,64,-15,0,105,0.5,10,9,82,41,-50,-41,-98,Solvent,86,1,1,1,1,0,0,1,1,1,0,1,1,1
2013,VT,86,86,52,0,85,0.9,14,13,87,50,-18,-62,-59,Solvent,61,1,1,0,1,1,0,1,1,1,0,1,1,1
2014,VT,117,61,-43,0,139,0.7,-19,-52,111,62,57,41,-41,Solvent,62,1,1,0,1,0,0,0,0,0,0,0,0,1
2015,VT,111,62,27,0,150,0.7,24,22,100,64,-149,-97,16,Insolvent,101,1,1,1,1,0,0,1,1,1,0,1,1,1
2008,MT,4,4,999,0,999,4.8,999,999,4,4,0,0,0,Solvent,0,1,1,0,1,0,1,0,0,1,1,1,1,1
2008,VT,16,10,999,0,123,0,999,999,946,14,0,0,0,Solvent,58,1,1,0,1,0,0,0,0,0,1,1,1,1
2008,VT,156,78,999,0,87,0,999,999,90,0,0,0,0,Solvent,77,1,1,0,1,1,0,0,0,1,1,1,1,1
2009,VT,159,77,81,0,68,1.5,83,79,80,0,-22,0,-33,Insolvent,107,1,1,0,1,1,0,0,0,1,1,1,1,1
2010,VT,266,107,40,0,79,1,1,2,94,0,1,-24,-79,Insolvent,199,1,1,0,1,1,0,1,1,1,1,1,1,1
2011,VT,353,199,87,0,99,0.7,1,1,97,0,-1,4,-97,Solvent,100,1,1,0,1,1,0,1,1,1,1,1,1,1
2012,VT,294,100,-30,0,106,0.2,39,40,106,1,-35,-26,-190,Solvent,100,1,1,1,1,0,0,1,0,0,1,1,1,1
2013,VT,299,100,17,0,106,0.3,17,17,107,10,-15,-73,-115,Insolvent,104,1,1,1,1,0,0,1,1,0,1,1,1,1
2014,VT,264,104,33,0,99,0.3,28,28,103,5,-4,-16,11,Insolvent,104,1,1,0,1,1,0,1,0,1,1,1,1,1
2015,VT,262,104,1,0,98,0.4,1,1,125,1,-3,-7,-18,Solvent,89,1,1,1,1,1,0,1,1,0,1,1,1,1
2011,VT,114,52,234,0,73,0,5,-9,94,9,0,0,-3,Solvent,99,1,1,0,1,1,0,1,1,1,1,1,1,1
2012,VT,213,99,139,0,80,0,25,7,119,50,18,0,12,Solvent,17,1,1,0,1,1,0,1,1,0,0,1,1,1
2013,VT,140,17,-81,0,110,0,10,1,88,17,-16,6,-8,Solvent,18,1,1,0,1,0,0,1,1,1,1,1,1,1
2014,VT,21,18,25,0,180,0,17,2,52,0,-1,-8,-16,Solvent,17,1,1,1,1,0,0,1,1,1,1,1,1,1
2015,VT,19,17,7,0,102,0,14,2,46,0,-1,-1,-8,Solvent,21,1,1,1,1,0,0,1,1,1,1,1,1,1
2009,DE,1,0,999,0,0,4,-3,-3,3,0,0,0,0,Solvent,0,1,1,0,1,1,1,1,1,1,1,1,1,1
2010,DE,3,0,172,0,1718,2.3,19,-2,5,1,0,0,0,Solvent,2,1,1,0,1,0,0,1,1,1,1,1,1,1
2011,DE,28,2,4444,1,45,0.6,338,5,28,3,0,0,0,Solvent,6,1,1,0,1,1,0,0,1,1,1,1,1,1
2012,TX,37,6,383,2,44,1,91,2,95,13,0,0,0,Solvent,36,1,1,0,1,1,0,0,1,1,1,1,1,1
2013,TX,66,36,461,3,69,0.7,-2,-3,92,13,1,1,0,Solvent,59,1,1,0,1,1,0,1,1,1,1,1,1,1
2014,TX,119,59,63,4,71,0.5,0,0,113,22,-1,1,-1,Solvent,28,1,1,0,1,1,0,1,1,0,1,1,1,1
2015,TX,90,28,-33,4,76,0.5,40,8,113,18,3,3,-7,Solvent,45,1,1,0,1,1,0,1,1,0,1,1,1,1
2008,DE,66,25,999,1,132,0,999,999,128,56,0,0,0,Insolvent,258,1,1,0,1,0,0,0,0,0,0,1,1,1
2009,DE,485,258,2417,13,77,-2.2,140,-16,337,83,12,0,0,Insolvent,125,1,1,0,1,1,0,0,0,0,0,1,1,1
2008,FL,273,250,999,0,65,3.8,999,999,76,22,0,0,0,Insolvent,378,1,1,0,1,1,1,0,0,1,1,1,1,1
2009,FL,441,378,249,0,64,2.3,137,42,91,20,3,0,-5,Insolvent,141,1,0,0,1,1,0,0,0,1,1,1,1,1
2010,FL,462,141,-64,0,85,1.9,-3,-3,106,8,-41,-7,-50,Insolvent,170,1,1,0,1,1,0,1,1,0,1,1,1,1
2011,FL,378,170,55,0,120,2.1,29,-9,85,6,-1,-38,-33,Insolvent,271,1,1,0,1,0,0,1,1,1,1,1,1,1
2012,FL,406,271,139,0,95,1.7,49,4,84,7,12,5,12,Insolvent,253,1,1,0,1,1,0,1,1,1,1,1,1,1
2013,FL,404,253,40,2,81,1.1,50,35,80,4,-1,10,24,Insolvent,187,1,1,0,1,1,0,0,0,1,1,1,1,1
2014,FL,306,187,24,3,73,1.1,68,66,70,4,-4,1,20,Insolvent,167,1,1,1,1,1,0,0,0,1,1,1,1,1
2015,FL,245,167,28,2,67,1.7,44,43,70,3,2,-3,6,Insolvent,111,1,1,1,1,1,0,1,0,1,1,1,1,1
2008,FL,70,58,999,0,125,1.2,999,999,44,16,0,0,0,Solvent,75,1,1,0,1,0,0,0,0,1,1,1,1,1
2008,FL,20,18,999,0,-71,2.4,999,999,17,3,0,0,0,Insolvent,105,1,1,0,1,1,0,0,0,1,1,1,1,1
2009,FL,142,105,394,0,85,1.6,-13,-13,41,4,0,0,0,Insolvent,174,1,1,0,1,1,0,0,0,1,1,1,1,1
2010,FL,291,174,29,0,102,1.7,-23,-23,65,7,0,0,1,Insolvent,163,1,1,1,1,0,0,0,0,1,1,1,1,1
2011,FL,308,163,1,0,101,0.1,8,11,66,6,0,-1,-9,Insolvent,176,1,1,1,1,0,0,1,1,1,1,1,1,1
2012,FL,335,176,9,0,94,0.1,1,5,67,4,-8,-2,-11,Insolvent,171,1,1,1,1,1,0,1,1,1,1,1,1,1
2013,FL,313,171,8,0,91,0.6,11,15,68,5,12,-3,-4,Insolvent,156,1,1,1,1,1,0,1,1,1,1,1,1,1
2014,FL,262,156,16,0,81,0.6,27,31,61,4,-5,14,15,Insolvent,152,1,1,1,1,1,0,1,0,1,1,1,1,1
2015,FL,245,152,13,0,77,0.6,16,19,60,3,0,2,6,Insolvent,160,1,1,1,1,1,0,1,1,1,1,1,1,1
2009,DE,24,11,999,0,126,2.2,-5,-11,18,6,0,0,0,Solvent,36,1,1,0,1,0,0,1,0,1,1,1,1,1
2010,DE,80,36,232,0,129,1.9,0,-11,34,10,0,0,0,Solvent,44,1,1,0,1,0,0,1,0,1,1,1,1,1
2011,DE,98,44,27,0,112,1.3,3,-3,44,11,-1,0,-5,Solvent,49,1,1,1,1,0,0,1,1,1,1,1,1,1
2012,DE,108,49,10,0,105,1.1,0,-5,53,12,-4,-2,-14,Solvent,83,1,1,1,1,0,0,1,1,1,1,1,1,1
2013,DE,123,83,73,1,109,0.8,2,-13,60,14,-3,-4,-16,Solvent,98,1,1,0,1,0,0,1,0,1,1,1,1,1
2014,DE,151,98,17,1,112,0.8,0,-14,67,17,5,0,1,Solvent,43,1,1,1,1,0,0,1,0,1,1,1,1,1
2015,DE,66,43,-2,1,111,1.1,123,87,46,6,8,9,-6,Solvent,55,1,1,1,1,0,0,0,0,1,1,1,1,1
2006,CA,193,192,0,0,90,5.1,15,15,58,1,-4,-2,-6,Insolvent,171,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,CA,172,171,-2,0,89,5,10,9,55,2,-7,-7,-4,Insolvent,199,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,NJ,26,26,999,0,8,6.4,999,999,24,12,0,0,0,Solvent,52,1,1,0,1,1,1,0,0,1,1,1,1,1
2009,NJ,52,52,85,0,50,3.4,-7,-7,35,11,0,0,0,Solvent,42,1,1,0,1,1,1,1,1,1,1,1,1,1
2012,NJ,49,48,11,0,92,1.5,-4,-4,39,8,-5,-5,-7,Solvent,41,1,1,1,1,1,0,1,1,1,1,1,1,1
2013,NJ,41,41,-9,0,94,1.6,5,5,42,14,-8,-9,-6,Solvent,46,1,1,1,1,1,0,1,1,1,1,1,1,1
2014,NJ,71,46,10,6,91,1.9,-1,-1,51,23,-3,-9,-7,Solvent,48,1,1,1,1,1,0,1,1,1,1,1,1,1
2015,NJ,84,48,24,12,80,2,20,20,57,31,-7,-7,-12,Solvent,51,1,1,1,1,1,0,1,1,1,1,1,1,1
2010,KS,253,239,676,0,101,2.3,7,0,58,0,8,7,121,Insolvent,365,1,1,0,1,0,0,1,1,1,1,1,1,0
2011,KS,401,365,65,0,97,1.6,9,9,62,0,18,11,111,Insolvent,371,1,0,0,1,1,0,1,1,1,1,1,1,0
2012,KS,408,371,-1,1,98,0.8,-2,-2,67,0,16,8,-35,Insolvent,425,1,0,1,1,1,0,1,1,1,1,1,1,1
2013,KS,444,425,23,0,98,0.6,7,7,71,0,-19,14,-29,Insolvent,524,1,0,1,1,1,0,1,1,1,1,1,1,1
2014,KS,524,524,36,0,97,0.6,10,10,73,0,6,-20,0,Insolvent,542,1,0,0,1,1,0,1,1,1,1,1,1,1
2015,KS,542,542,17,0,97,1.1,13,13,73,0,14,0,22,Insolvent,550,1,0,1,1,1,0,1,1,1,1,1,1,1
2008,FL,91,80,999,0,35,4.9,999,999,47,0,0,0,0,Insolvent,131,1,1,0,1,1,1,0,0,1,1,1,1,1
2009,FL,178,131,228,0,58,3.7,101,101,62,19,-3,0,0,Insolvent,137,1,1,0,1,1,1,0,0,1,1,1,1,1
2010,FL,206,137,38,0,55,2.4,32,32,65,17,-14,-3,-10,Insolvent,110,1,1,0,1,1,0,1,0,1,1,1,1,1
2011,FL,187,110,10,0,57,1.2,38,38,100,14,-10,-18,-8,Solvent,96,1,1,1,1,1,0,1,0,1,1,1,1,1
2012,FL,185,96,1,1,61,1.1,16,16,86,13,-7,-11,-6,Solvent,98,1,1,1,1,1,0,1,1,1,1,1,1,1
2013,FL,185,98,15,1,63,0.9,12,12,81,16,-2,-7,-4,Solvent,95,1,1,1,1,1,0,1,1,1,1,1,1,1
2014,FL,161,95,27,1,59,0.8,32,32,80,15,-2,-2,1,Solvent,95,1,1,1,1,1,0,1,0,1,1,1,1,1
2015,FL,163,95,2,1,56,0.7,2,2,75,13,-3,-4,-3,Solvent,90,1,1,1,1,1,0,1,1,1,1,1,1,1
2008,IA,2,2,999,0,69,1.6,999,999,3,0,0,0,0,Solvent,15,1,1,0,1,1,0,0,0,1,1,1,1,1
2009,IA,15,15,861,0,70,1.3,31,31,10,0,-1,0,0,Solvent,15,1,1,0,1,1,0,1,0,1,1,1,1,1
2010,IA,15,15,9,0,64,1.4,11,11,11,0,-1,-1,-1,Solvent,15,1,1,1,1,1,0,1,1,1,1,1,1,1
2011,IA,15,15,15,0,51,1.3,12,10,8,0,-1,-1,-1,Solvent,17,1,1,1,1,1,0,1,1,1,1,1,1,1
2012,IA,17,17,15,0,50,1.4,3,3,9,0,-1,-2,-2,Solvent,35,1,1,1,1,1,0,1,1,1,1,1,1,1
2013,IA,36,35,63,0,62,1.7,-23,-23,29,2,-1,-1,-6,Solvent,42,1,1,0,1,1,0,0,0,1,1,1,1,1
2014,IA,43,42,28,0,75,2.2,9,9,13,3,-6,-2,-3,Solvent,38,1,1,1,1,1,0,1,1,1,1,1,1,1
2015,IA,38,38,-3,0,82,2.2,6,6,15,1,-8,-5,-10,Solvent,38,1,1,1,1,1,0,1,1,1,1,1,1,1
2008,WI,175,175,999,0,89,4.6,999,999,120,23,0,0,0,Insolvent,119,1,1,0,1,1,1,0,0,0,1,1,1,1
2009,WI,149,119,-28,0,91,5.7,6,6,60,22,-3,0,-4,Insolvent,117,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,WI,361,117,5,0,94,5.1,6,6,62,21,-2,-5,-3,Insolvent,106,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,WI,516,106,-1,0,92,5.4,9,9,97,19,-3,-3,-2,Solvent,88,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,WI,523,88,-7,0,87,5.9,12,12,65,16,-4,-5,-5,Solvent,81,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,WI,537,81,3,0,83,4.4,11,11,63,15,-2,-5,-4,Solvent,79,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,WI,557,79,8,0,83,4,10,10,63,15,0,-2,-2,Solvent,77,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,WI,557,77,7,0,83,3.9,10,10,63,15,1,1,0,Solvent,70,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,IL,69,69,999,0,79,4.9,999,999,37,2,0,0,0,Solvent,69,1,1,0,1,1,1,0,0,1,1,1,1,1
2009,IL,69,69,4,0,87,3,4,4,46,2,9,0,21,Solvent,57,1,1,1,1,1,0,1,1,1,1,1,1,1
2010,IL,57,57,-11,0,92,2.5,8,8,50,2,0,9,-9,Solvent,49,1,1,1,1,1,0,1,1,1,1,1,1,1
2011,IL,49,49,-11,0,91,2.1,4,4,54,1,0,2,-23,Solvent,45,1,1,1,1,1,0,1,1,1,1,1,1,1
2012,IL,45,45,-7,0,97,1.6,1,1,55,1,4,4,-12,Solvent,44,1,1,1,1,1,0,1,1,1,1,1,1,1
2013,IL,44,44,-2,0,100,1.5,1,1,52,1,0,5,5,Solvent,44,1,1,1,1,0,0,1,1,1,1,1,1,1
2014,IL,44,44,4,0,100,1.5,2,2,53,0,0,0,-4,Solvent,43,1,1,1,1,0,0,1,1,1,1,1,1,1
2015,IL,43,43,1,0,97,2,3,3,53,1,-1,0,-9,Solvent,42,1,1,1,1,1,0,1,1,1,1,1,1,1
2010,NV,39,26,-44,0,98,-1.8,-23,-11,30,0,6,8,0,Insolvent,138,1,1,0,1,1,0,0,0,1,1,1,1,1
2011,NV,175,138,409,0,102,0.2,-4,1,62,1,6,-1,-11,Insolvent,139,1,1,0,1,0,0,1,1,1,1,1,1,1
2012,NV,185,139,16,0,96,0.4,15,1,68,3,3,-4,-47,Insolvent,141,1,1,1,1,1,0,1,1,1,1,1,1,1
2013,NV,172,141,22,0,94,1.4,21,10,86,0,1,17,-20,Insolvent,143,1,1,1,1,1,0,1,1,1,1,1,1,1
2014,NV,195,143,1,0,98,1.2,-1,-47,73,0,-17,2,-10,Insolvent,131,1,1,1,1,1,0,1,0,1,1,1,1,1
2015,NV,191,131,-5,0,105,1.8,4,2,78,0,-7,-7,-31,Insolvent,166,1,1,1,1,0,0,1,1,1,1,1,1,1
2008,AZ,95,49,999,0,11,0.8,999,999,30,0,0,0,0,Solvent,72,1,1,0,1,1,0,0,0,1,1,1,1,1
2009,AZ,188,72,150,0,21,1.8,68,39,42,0,0,0,0,Solvent,61,1,1,0,1,1,0,0,0,1,1,1,1,1
2010,AZ,118,61,-11,0,97,0.3,-7,-21,97,85,33,0,-27,Solvent,72,1,1,1,1,1,0,1,0,1,0,0,1,1
2011,AZ,216,72,0,0,142,1,-15,-15,135,162,17,15,-113,Insolvent,157,1,1,1,1,0,0,0,0,0,0,1,1,1
2009,FL,22,22,999,0,103,0,-1,-1,6,0,0,0,0,Solvent,44,1,1,0,1,0,0,1,1,1,1,1,1,1
2010,FL,44,44,105,0,86,0.6,8,8,9,0,0,0,5,Solvent,46,1,1,0,1,1,0,1,1,1,1,1,1,1
2011,FL,46,46,6,0,89,0.5,3,3,8,0,-4,-4,-4,Solvent,40,1,1,1,1,1,0,1,1,1,1,1,1,1
2012,FL,40,40,-13,0,95,0.5,1,1,8,0,-4,-4,-4,Solvent,41,1,1,1,1,1,0,1,1,1,1,1,1,1
2013,FL,41,41,-8,0,119,0.2,-10,-10,34,1,2,-4,-1,Solvent,26,1,1,1,1,0,0,0,0,1,1,1,1,1
2014,FL,26,26,-58,0,193,0.2,-33,-33,50,1,-4,2,-1,Solvent,4,1,1,0,1,0,0,0,0,1,1,1,1,1
2015,FL,4,4,-83,0,270,0.3,20,20,24,0,-2,-4,-2,Solvent,1,1,1,0,1,0,0,1,1,1,1,1,1,1
2009,TX,0,0,0,0,0,0.7,1642,2,32,0,0,0,0,Solvent,95,1,1,1,1,1,0,0,1,1,1,1,1,1
2010,TX,97,95,999,0,95,4.1,10,0,34,0,-2,-716,0,Solvent,89,1,1,0,1,1,1,1,1,1,1,1,1,1
2011,TX,90,89,3,0,93,4,10,10,34,0,-2,-4,-1,Solvent,96,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,TX,97,96,5,0,97,4,-3,-3,40,0,0,-2,-7,Solvent,90,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,TX,93,90,-3,0,101,3.6,3,3,53,0,-3,-1,-5,Solvent,90,1,1,1,1,0,1,1,1,1,1,1,1,1
2014,TX,93,90,7,0,98,3.2,6,6,50,0,0,-3,0,Solvent,94,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,TX,97,94,6,0,96,3.1,2,2,52,0,1,-1,1,Solvent,99,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,GA,74,11,162,6,153,1,-7,-7,-24,0,1,0,0,Solvent,16,1,1,0,1,0,0,1,1,1,1,1,1,1
2012,GA,88,16,29,5,183,0.3,-13,-13,-3,0,-1,1,0,Solvent,64,1,1,1,1,0,0,0,0,1,1,1,1,1
2013,GA,104,64,261,4,129,0.4,-7,-7,8,0,2,0,5,Solvent,63,1,1,0,1,0,0,1,1,1,1,1,1,1
2014,GA,197,63,-40,8,158,0.4,-40,-40,36,0,0,7,-43,Solvent,57,1,1,0,1,0,0,0,0,1,1,1,1,1
2015,GA,113,57,67,5,150,0.3,85,0,29,0,-5,0,-2,Insolvent,127,1,1,0,1,0,0,0,1,1,1,1,1,1
2009,NV,40,34,999,0,-454,35.5,-7,-10,200,0,0,0,0,Solvent,88,1,1,0,1,1,0,1,0,0,1,1,1,1
2012,NV,72,62,-29,0,85,1.8,-1,-3,65,0,0,0,-2,Solvent,62,1,1,1,1,1,0,1,1,1,1,1,1,1
2013,NV,73,62,10,0,91,1,10,10,65,0,0,0,-2,Solvent,97,1,1,1,1,1,0,1,1,1,1,1,1,1
2014,NV,114,97,78,0,55,0.3,14,14,70,0,6,4,4,Solvent,46,1,1,0,1,1,0,1,1,1,1,1,1,1
2015,NV,55,46,-46,0,73,0.7,13,13,68,0,-6,0,-7,Solvent,46,1,1,0,1,1,0,1,1,1,1,1,1,1
2009,FL,39,34,999,0,126,2.9,-5,-5,19,0,0,0,0,Solvent,42,1,1,0,1,0,0,1,1,1,1,1,1,1
2010,FL,46,42,46,0,118,1.8,18,-16,26,8,-2,0,-9,Solvent,50,1,1,0,1,0,0,1,0,1,1,1,1,1
2011,FL,55,50,33,0,152,0.9,12,-42,33,3,5,-2,-11,Insolvent,178,1,1,0,1,0,0,1,0,1,1,1,1,1
2012,FL,186,178,217,0,129,0.3,-12,-31,55,6,-4,5,24,Insolvent,168,1,1,0,1,0,0,0,0,1,1,1,1,1
2013,FL,178,168,21,0,106,0.2,29,-1,55,7,-22,-10,5,Insolvent,156,1,1,1,1,0,0,1,1,1,1,1,1,1
2014,FL,164,156,14,0,95,0.2,22,22,56,5,-2,-38,-10,Insolvent,208,1,1,1,1,1,0,1,1,1,1,1,1,1
2015,FL,218,208,45,0,89,1,9,9,63,7,-12,-8,-8,Insolvent,208,1,1,0,1,1,0,1,1,1,1,1,1,1
